# galactic coordinates #
# l(deg)    b(deg)   m_v #
  168.736 -0.551268  12.2148657
  298.475  7.22736  8.70579959
  31.2752  1.6843  11.7142353
  150.746  4.57992  11.7589408
  280.348  2.21032  7.96917342
  39.6794 -2.52229  10.9334536
  8.01723 -0.28213  12.8958228
  266.787  15.3613  3.23199556
  105.837  2.20984  9.35355761
  289.687 -10.7083  8.04639818
  33.8981  1.77812  9.95971556
  137.583 -6.19452  7.76842108
  97.044 -1.20504  6.41816965
  133.532  8.50947  12.633299
  317.644  3.2144  10.6751154
  163.986 -2.34127  9.30930934
  333.562  1.96682  8.60940159
  32.5278 -6.03801  9.47057547
  349.856  3.60677  10.3024365
  51.1936 -1.09903  15.1775933
  265.793 -6.98411  4.6355483
  195.004  4.14871  10.1070551
  94.2032 -2.03915  4.43120488
  202.465 -15.5049  11.0274117
  154.336  0.0962477  13.0720615
  111.439 -2.83249  14.6533072
  356.943  1.32996  11.0017028
  206.119 -15.4409  12.4480857
  31.3638 -3.66823  12.5504893
  359.928 -14.0851  10.9654753
  309.045  7.0168  10.0582528
  227.457  6.75711  9.66347103
  175.875  55.2533  4.58462844
  290.259 -2.68163  9.79782623
  230.095  3.67737  8.7578696
  12.4085 -16.1461  6.94359351
  184.834  1.29831  10.2634766
  320.519 -13.5731  7.11270083
  22.5003 -41.6812  6.68581824
  125.688 -2.14707  9.17476599
  142.162  6.48599  9.53039381
  318.047  4.78867  8.55720895
  216.46 -3.78955  9.5929083
  351.506  9.28195  8.52895119
  327.714 -1.4198  10.7788495
  215.317  4.21208  9.70918186
  252.63 -3.55235  9.68560034
  16.2914 -2.91127  10.2121312
  300.739  1.71974  10.103972
  39.3325  22.8373  8.29381567
  145.038  0.640429  13.1767997
  51.6594  8.96941  8.28826103
  336.547 -6.26536  9.92660362
  258.483  48.3516  2.62302737
  323.748 -2.91843  12.281654
  35.2234  0.489775  13.7956978
  219.362 -2.79731  7.16463448
  186.05  2.98938  10.8816411
  84.8222 -1.76098  6.60777656
  299.388 -1.35166  10.2525506
  165.012 -11.7469  10.2064949
  199.839 -0.257515  12.6678544
  137.186  6.24365  10.4540115
  294.673 -2.86011  15.3827248
  100.649  0.809827  6.04017336
  68.464  34.2267  3.57089155
  16.5588  1.55123  9.72273766
  347.762 -12.3345  8.69264207
  139.066 -12.7081  9.9527315
  353.828  2.58004  11.3647051
  149.329 -1.95574  14.705888
  223.524 -12.3956  8.9591947
  350.878  4.72068  9.9191444
  45.7299 -6.64521  8.60780373
  346.555 -27.7085  8.05890382
  267.329 -47.6207  0.25980074
  254.396  0.429226  8.98399405
  309.751  2.21876  10.9902956
  5.42049  0.564342  9.42410289
  94.4847  2.70233  2.02225776
  277.441  21.8055  1.92876612
  51.0443  3.84484  9.90387843
  32.7291  6.90357  9.15588027
  284.804 -7.58044  6.95386034
  293.9  2.28543  9.27128073
  37.98  0.84562  12.9216841
  344.014 -2.80635  12.5084773
  211.913 -0.66878  13.3668419
  33.4174  0.618375  12.5010425
  132.479 -0.362545  13.6188421
  341.233  3.16435  11.7316003
  198.206 -0.638522  13.0659886
  125.75 -3.53804  10.4070566
  63.6058 -9.74449  8.23743223
  153.502 -5.83828  11.3823245
  62.9615 -1.04184  11.1158263
  179.269 -11.3689  10.2392111
  353.989 -3.46073  10.3476249
  257.616  7.44704  7.32288598
  165.036 -1.2308  11.7342839
  126.946 -64.2805  4.67581881
  221.131  5.91905  9.94906152
  1.34833  2.51061  7.63859391
  304.831 -2.96722  11.3079164
  260.203  1.43271  7.2055466
  147.25 -0.399798  12.222012
  124.553  4.77567  8.7404608
  153.061 -5.01272  10.4531053
  333.31 -18.9787  9.40144424
  2.78679 -3.72247  10.0006326
  233.184 -1.48123  12.3816893
  275.639  6.27336  4.26812891
  351.967  7.59777  9.86990555
  249.325  4.55655  8.26573361
  167.484 -1.47092  10.0718787
  259.104  0.721457  5.88106477
  225.853 -2.2317  11.2828462
  53.8666  6.25248  9.0138647
  58.4005  11.9936  8.32551817
  345.62 -0.342276  10.1955241
  296.599  7.65588  7.83086102
  14.1701 -4.00915  9.70904741
  246.446  5.22268  5.54996269
  229.152 -7.21432  9.46563442
  308.475 -4.84251  9.65552388
  359.119  0.583067  18.8854215
  84.7194  2.50396  6.16183585
  213.33 -11.9135  12.1357587
  307.239 -2.47152  11.7842236
  237.997 -1.89669  13.8756955
  102.661  0.278982  9.70858367
  36.6639  4.34966  11.0979057
  291.213 -4.8711  7.2006061
  193.81  13.2458  10.5178968
  124.329 -0.355385  10.9819826
  247.316 -2.4242  14.00588
  292.356 -0.919686  10.1419743
  190.363 -5.42338  10.5215674
  9.13287  0.820759  10.7573882
  16.08 -40.3349  5.98661181
  148.891  0.942225  10.3457286
  298.034  2.04106  6.78457151
  349.701  3.47583  10.7991369
  231.506 -0.429613  16.2034637
  244.382 -1.92205  12.0426269
  31.1399 -2.13494  11.082524
  98.977  43.031  2.0546084
  7.39144  12.7783  8.10991584
  163.001  0.883984  10.752136
  330.362  3.82222  9.58862847
  215.399  1.92711  10.5142471
  67.3805 -14.156  5.91284611
  320.955 -0.512659  9.39355478
  220.131 -7.90858  11.7762423
  72.6591 -21.6623  6.38624614
  268.992 -5.88566  0.983064322
  298.96  7.31351  7.0072715
  247.318  14.7147  4.72359074
  118.735  3.71405  12.1807337
  43.0901  2.78306  9.44673747
  178.366  3.58744  10.6915244
  161.741  7.81626  9.54455703
  109.61 -11.4353  4.8983832
  24.9292  5.8732  10.3421689
  120.988  9.99906  7.54060926
  34.7754 -2.95439  9.71336608
  294.821 -0.265784  13.6277503
  156.469 -0.814599  12.916801
  127.368 -16.3896  8.95762601
  315.611 -3.77042  10.2233144
  333.572  0.383978  14.0117481
  254.964  5.17016  8.79986998
  140.046 -0.93562  12.6942389
  110.041 -3.27022  11.1432907
  303.229  1.64635  9.01882581
  304.023  0.231257  12.3913843
  126.323 -30.8226  4.95051439
  343.721  3.97072  11.2439625
  202.473 -1.57488  8.88405717
  97.2389  7.179  5.65920106
  220.016 -2.20047  10.00261
  234.348  1.25516  10.2985402
  2.31957 -9.1865  8.80058053
  163.516  2.53076  10.2468385
  220.078 -0.655497  11.8234986
  123.46 -2.02595  5.40402882
  306.477  3.3512  9.33688817
  7.34921 -2.08812  11.4843433
  129.016  1.09136  11.5566814
  214.228  3.83228  7.54811272
  129.08  4.4387  12.0832801
  189.536 -6.43569  7.20914772
  179.93  4.20553  12.0557616
  41.4154 -0.405424  11.3714642
  31.292 -2.40465  10.5245141
  24.6669 -2.93005  10.846665
  13.6629 -6.62106  8.49000304
  35.2051  5.40432  10.5006065
  208.534  3.24068  10.8311323
  129.944 -8.21389  7.75382837
  65.1793  0.934394  11.4557338
  101.125 -7.83918  5.83840451
  267.547  3.91943  3.16014192
  153.485  1.15349  11.5296279
  324.643  4.02684  10.6082268
  323.214  4.9295  8.4727355
  168.683  0.0577694  11.2661729
  300.831  1.02001  9.98723271
  167.394 -2.64338  10.2255495
  228.863  0.935927  9.36922265
  305.162  4.52509  10.1338028
  298.427 -13.2813  6.66129192
  63.3148  2.93391  5.97434744
  145.786 -7.01845  11.5836578
  53.004 -12.2792  9.19880711
  256.981 -6.5987  5.91963988
  17.4202  2.02429  10.8404355
  156.824  1.70483  10.893778
  249.44 -0.0863885  16.846458
  257.464 -0.193014  6.43332908
  265.869 -4.60941  4.10094491
  219.597  14.013  8.19325625
  63.9916 -0.632947  9.7118673
  140.863  4.44652  11.1800746
  291.837 -11.0443  7.40688497
  49.1596 -8.28108  7.45573944
  195.9 -1.82713  14.3400098
  65.8258  5.34416  7.19462884
  199.607 -2.97485  10.1405338
  205.795 -13.619  11.4421997
  131.768  10.8681  11.3351559
  111.433  29.566  5.2374527
  329.808 -7.84728  8.95238301
  166.354  4.07747  9.63782534
  154.022  7.19709  7.60398537
  182.088 -4.19414  11.8795836
  342.075  5.9808  10.0684534
  3.2901  3.63589  11.6945628
  13.0567  3.26715  12.4184278
  286.579  0.497967  8.9140012
  209.152 -6.57308  9.10257122
  73.4206 -7.47608  5.9699055
  235.924 -0.791041  12.8389979
  289.53 -6.93584  8.69158945
  136.819 -16.9481  7.27969325
  169.495  0.383099  11.8064819
  281.659 -2.56165  9.9034996
  182.425 -0.890174  15.1939524
  244.892  1.23769  11.3365446
  29.6906  41.5976  7.44756962
  314.401 -4.91302  8.36529371
  149.495 -0.757441  12.0804466
  145.459 -1.43212  12.2123709
  285.612  2.99327  6.95602893
  207.225  1.90808  11.4418687
  256.676  4.96316  6.16021809
  268.626 -0.0495526  2.69359108
  153.617  0.479304  11.6061607
  1.89425  0.50494  14.5302784
  64.6825 -1.78751  9.66275033
  3.15558  1.54  11.2382795
  130.848  0.93501  11.8933903
  194.678  4.76141  9.36298085
  186.889 -3.09536  12.4893795
  220.563 -9.51754  8.18254649
  335.385  0.240525  9.98437196
  32.3547 -18.7032  8.12592817
  128.304  0.171181  13.5415392
  83.8424  2.14134  6.77394343
  269.744 -14.1076 -4.17207276
  40.1057  4.43901  9.23431587
  147.405  48.992  6.24192901
  207.44 -1.18866  21.2448984
  230.77 -2.18241  13.4163874
  42.2621 -4.56178  9.71187386
  345.421 -8.45669  7.33199745
  49.7134 -6.29812  10.0895232
  43.0794  3.90504  9.22026993
  328.256  2.28793  8.4391749
  247.137  0.142039  9.86253327
  62.3015  1.98873  10.6599166
  166.841  1.21506  8.96625186
  50.2534 -12.1433  10.2610184
  24.0478  0.608987  15.0570448
  123.6  2.57585  9.90055864
  326.044  2.76625  10.6005699
  34.8552 -1.63759  12.8475589
  110.764 -0.631784  15.1343247
  240.849 -5.76291  9.20284984
  188.135 -0.257505  12.9130482
  80.0568 -0.796483  7.07185648
  345.322 -1.54895  8.93380334
  52.1623 -2.11839  9.76106239
  49.5677 -1.24962  11.1332057
  350.303 -11.8418  8.53038289
  107.779  4.777  9.94627515
  21.1093 -0.270596  11.002872
  14.2201 -3.79137  9.66244254
  47.7902  24.4657  8.68525644
  76.4819 -1.90626  13.356775
  141.94  9.9954  11.8130256
  15.6061 -9.94345  8.85663307
  153.253 -0.18042  14.2978125
  327.088  1.44876  9.32948246
  183.988  50.8351  5.07070448
  161.236 -5.21537  6.54872915
  316.434  14.4045  7.93125728
  200.854 -2.56803  10.308768
  30.5172 -1.96865  10.4791351
  170.275  10.9552  9.43160032
  218.491  5.73965  9.54714976
  41.7454 -2.59847  12.4391004
  266.394  1.18227  5.06736874
  235.002  5.55365  10.8663493
  305.753  11.0866  9.67127304
  122.652 -2.32791  8.09253703
  223.602  0.726698  11.8255325
  283.027 -17.1911  3.3445715
  2.2956  1.12642  10.6035528
  324.261 -3.74587  11.0103137
  234.669 -0.120664  11.8878075
  34.7865 -1.63337  11.0553231
  243.877  1.91836  12.238395
  172.989 -4.61972  10.676986
  149.92 -1.19309  13.7936778
  186.847  1.84876  11.4118153
  228.899 -0.27008  10.8305784
  359.923 -6.81988  10.3110185
  100.43  1.92189  7.09775408
  12.5382 -2.99507  8.71753907
  51.3474  1.30482  10.0050807
  121.211 -8.61516  7.53692753
  254.423  2.55234  6.80995919
  66.9391  3.27051  8.23029588
  51.6057  0.151246  12.1138031
  111.783  13.5866  7.24705393
  343.315  0.22509  11.1111889
  264.601  0.848402  6.84320493
  339.373  1.97149  11.5978054
  169.615 -3.55183  12.4738179
  298.936  32.677  4.44751828
  178.89  1.30049  11.4805923
  272.085  1.77638  3.4512
  336.957 -2.03991  11.866282
  183.33  0.639282  10.0537338
  93.4648  55.7967 -1.07140598
  22.1606 -3.13822  10.5001492
  32.8072 -0.143313  11.0158709
  325.211  1.82169  11.1681432
  23.3191 -1.19533  11.0354652
  7.85644 -0.753396  12.841486
  312.64  7.32592  9.36768523
  146.916 -0.22486  7.49662941
  168.808 -7.61888  12.536453
  110.573 -0.168492  12.8599796
  183.131  2.03225  9.25517345
  140.152 -5.81327  10.0423227
  74.59 -9.5625  7.83315742
  351.484  6.77912  8.93812091
  263.217  2.68651  5.68477881
  331.976 -1.79542  12.393055
  78.7528 -6.7891  5.84958884
  1.72823  7.68429  12.2173514
  52.6483 -4.2418  10.6098007
  351.653 -23.0787  8.44359201
  162.581  3.87721  8.22449303
  297.031  4.44303  8.91806073
  205.815 -1.2083  12.5904404
  300.57 -4.07225  8.18998413
  128.745 -2.46134  9.3024484
  260.351  0.538841  7.30267584
  289.804 -4.61441  8.79131895
  95.3855 -51.6047  0.0845195475
  178.414 -0.234776  13.2496176
  286.06 -3.38959  6.60318445
  221.704  1.20355  9.89688924
  98.7976 -1.30357  6.96082038
  211.872 -9.99635  8.29656537
  135.674  29.3541  8.61486358
  67.4339 -8.42602  7.71715343
  265.322  4.09433  3.12158297
  143.326  1.97565  12.6317697
  126.397  20.4346  4.71072846
  63.5335  1.17503  7.23041224
  125.133  2.63657  10.7192173
  115.364 -21.8965  5.45066732
  15.6659 -3.00226  10.910218
  355.854 -1.50633  12.2499251
  234.439  47.6297  5.63183607
  266.366 -1.65126  5.60882521
  121.997  3.28432  9.19134462
  288.049  4.88605  9.55766323
  185.71  1.55851  10.9045947
  42.6382 -3.22735  10.9157854
  229.878  3.079  8.34013501
  216.678 -26.0564  7.01046898
  288.148  3.36494  8.74675812
  190.86  2.69484  11.0663741
  30.8466 -0.12175  10.9558419
  349.44  0.401466  12.0090828
  342.35  0.752082  10.7047394
  200.489 -4.24925  6.94408205
  334.887  2.09484  9.67308438
  132.412  0.946749  13.1835814
  151.531 -8.21909  7.67967682
  293.107 -20.5123  6.83640585
  194.415  0.729054  12.2778676
  247.063  5.56803  10.3529966
  97.9594  12.2223  5.16559725
  102.115 -1.53055  7.38027351
  69.6042 -1.3709  13.8104874
  35.2581  4.94884  11.214742
  332.072  1.45246  10.58575
  45.1016  5.98205  9.26914353
  35.0975 -2.20018  11.2557829
  139.273 -64.7388  6.12284915
  180.559  0.476545  8.84210855
  88.0189  30.1623  0.137522023
  113.413  2.47744  10.2196117
  191.7 -0.124832  13.4932244
  197.366 -2.7073  11.5170242
  113.084 -2.31791  13.242344
  211.555 -1.45114  14.3659479
  105.919 -1.29033  8.83035112
  32.127  13.508  10.0282168
  1.11529  0.229315  20.0456033
  305.834 -10.3253  9.56800982
  112.678 -1.49775  6.59465819
  312.245  1.4446  11.0480703
  271.628 -15.8959  0.890429039
  21.9623 -3.75546  9.99504459
  236.85  4.32589  11.9174045
  263.191 -5.20357  5.65509564
  113.878  7.76049  9.90506144
  89.4902 -0.74796  3.65607253
  196.85 -9.77441  12.3350579
  199.003  2.92391  11.0176518
  150.026  3.71782  10.5292359
  172.588  13.9046  9.35230603
  300.317 -4.68193  9.55317949
  37.4227  0.648986  9.6645072
  87.7197  1.88869  4.88172385
  342.678  2.65456  9.00767837
  243.356  3.71192  7.6949367
  331.757  0.608423  14.855085
  266.886 -6.26705  0.823820882
  92.2573  5.08519  3.91040211
  2.73022  14.868  10.7073363
  266.43  3.63492  3.6087987
  109.256 -0.770126  12.0690654
  105.281  0.0528621  7.93095939
  60.9038  3.73123  8.25033235
  23.322 -5.68224  7.75694345
  311.022  15.8519  8.69196613
  12.2444  2.87526  10.4260277
  122.409 -0.197354  11.0236179
  155.897 -0.215208  13.7543209
  141.507  4.11797  11.7238897
  342.684  9.87435  9.60897322
  300.707  8.85015  6.61565772
  200.95  3.75476  11.63761
  319.986 -12.2837  6.30559572
  162.187 -3.23477  7.89795716
  71.8106  1.96062  8.74339718
  19.7373  3.23899  11.4074008
  38.0488 -6.93274  8.264299
  90.9785 -6.70996  0.0334260846
  298.773  0.239984  16.1206538
  200.636 -1.50133  9.72914392
  202.353  16.7566  9.76525104
  109.888 -4.0276  6.43676113
  281.667 -7.26744  3.71339617
  196.88 -0.899716  12.9498051
  119.836  3.13292  12.0684341
  256.752 -3.93093  7.42402836
  134.733 -24.1256  6.19296725
  134.444 -2.31507  9.05296861
  285.316 -10.1145  6.87193617
  193.26  0.24614  15.4458531
  275.375 -0.105634  7.09957828
  332.85 -1.56949  10.0045378
  328.8  4.53496  9.02945424
  139.827 -3.1583  12.8110761
  31.3853  1.70238  9.19441535
  293.611  18.7161  7.52609381
  344.712  7.06287  11.6251446
  309.498  9.16304  9.01469491
  33.5218  0.154388  10.7367759
  274.473 -2.36998  6.26698239
  321.745 -5.75289  9.45293264
  153.901  10.7145  9.85173124
  348.459 -1.00155  8.84291032
  267.451  3.15999  3.47532072
  318.315 -0.384243  11.6024725
  122.931 -12.6925  7.22385764
  317.031 -1.22947  9.20028825
  217.207  0.956486  12.305994
  122.492  25.4061  7.19433951
  141.869  25.5573  7.77514109
  323.271 -0.331665  10.3625484
  85.9791  0.481304  1.93031475
  294.036  1.89051  9.83880834
  32.9599  8.32526  10.3193518
  185.541 -3.39256  11.5328539
  183.327  1.42496  11.2993859
  174.856 -1.70392  13.6692939
  123.799 -9.7381  9.13331861
  18.1293 -2.98998  11.3231187
  182.081 -3.16621  7.34078833
  320.21  1.59366  10.9314966
  305.993  3.41391  10.863638
  332.064 -5.6185  10.4956289
  295.563 -2.82962  11.5291665
  348.889  3.17667  8.92897382
  287.95 -3.17475  9.28199225
  338.565 -0.976235  12.5601487
  54.3244 -1.51828  10.9551708
  327.384 -5.59684  10.4293466
  246.866  2.41046  10.182579
  132.7 -3.50533  7.64783943
  143.201  1.74699  15.4304165
  300.771  1.68832  8.81703925
  243.762 -1.39913  14.5983095
  30.1955  1.44733  13.0944922
  75.1802  6.39844  5.70456172
  200.102  4.70149  9.15272751
  102.65  1.55869  8.82113216
  122.66  3.46752  11.1635976
  79.7533 -3.39626  4.88584988
  115.275 -0.856635  11.0632669
  115.221  4.10273  9.44885093
  310.388 -1.15884  9.10718729
  125.732 -2.67195  11.2041616
  94.7494 -11.8025  3.6843506
  234.356 -0.496842  11.2493047
  345.469  3.87773  11.4257222
  338.532  3.217  9.44822571
  253.846  0.46431  5.71136709
  120.004  17.3988  11.4395905
  259.298  3.08177  7.46506342
  231.13 -9.24072  6.98018969
  110.547  1.80755  10.4308993
  179.808  3.30255  11.2349644
  295.738 -0.089708  12.5473653
  5.06298 -4.17012  11.3534298
  203.192  2.56367  12.9474878
  38.1773  1.04014  10.9224704
  260.258 -5.08067  7.00831615
  199.633 -0.00643373  9.40647582
  100.39 -0.0150351  9.23790933
  349.42  1.07286  10.1919363
  12.8652  0.0176791  12.6506014
  233.099 -30.2648  7.24730655
  152.75 -6.75339  10.4056972
  241.803  5.82393  9.01677303
  143.588  9.68803  11.3561666
  326.988 -4.72393  9.45718389
  334.825 -16.3685  8.7098425
  358.681  4.43737  12.0140823
  274.599  0.701522  6.24892597
  171.937  6.70911  9.47917529
  290.784 -7.56507  9.10980008
  148.694  6.68392  7.87558305
  44.3904 -6.57525  5.31336219
  296.538  0.516865  9.09015019
  272.005  4.23683  4.98314344
  200.263  5.32515  7.21109051
  96.3028 -6.57329  6.60510904
  215.367  4.67195  8.39188769
  354.621  15.6557  11.9417356
  152.65  0.68771  12.568449
  184.745  4.10143  11.7564771
  288.288  3.46116  7.69097141
  141.123  6.75107  9.30630378
  164.196  8.86053  8.97812108
  187.515 -1.24415  11.094891
  310.062 -8.07513  8.58028626
  154.955  6.42649  10.9004106
  143.628 -15.9411  8.62839943
  302.669  6.86989  10.0996112
  224.714  2.3385  10.3506204
  261.277 -2.35683  5.61471525
  265.109  0.854191  5.2076064
  102.358 -4.35129  6.83951578
  238.087 -75.674  3.11012433
  76.1383 -7.28624  2.26603623
  127.223 -8.75962  5.62300929
  326.347  0.406762  10.994723
  3.93487  8.77769  9.73020268
  315.642  8.47349  8.72869875
  234.845 -0.0320452  9.62077223
  279.225 -1.75681  9.52866486
  102.011 -0.684223  7.34790166
  162.313  1.62558  10.9483495
  183.737 -0.246682  11.8529422
  293.236  7.46304  7.63170232
  61.1371  1.27243  6.881054
  156.368 -32.6167  8.78657704
  76.0164  2.51904  6.05294529
  40.45  2.62922  9.52741225
  311.974  6.16316  8.22742461
  256.217 -4.47724  6.74936473
  58.436 -0.717929  11.2095146
  180.962 -0.797704  11.736255
  114.894 -11.461  3.01942233
  337.403  4.14886  9.38615494
  9.1499  3.2361  9.17543243
  298.641  0.821354  13.5254949
  280.828 -11.3272  7.2369066
  243.31  8.37597  7.02665116
  350.08  1.83258  12.3355612
  180.655  5.11816  11.2805939
  275.322 -1.84132  7.52804342
  270.864 -0.452102  1.98500338
  212.136 -7.31597  9.56082369
  101.884  7.27633  6.49998257
  26.5503 -5.7691  8.76943169
  231.036 -3.8374  11.9502007
  78.9114 -7.80898  5.98812728
  186.882  7.46552  8.86329212
  77.6315 -0.959108  9.27444878
  220.655  21.1409  8.70309194
  185.483  3.17583  8.22278074
  262.833  9.88249  3.98855617
  155.219  0.491705  13.5455986
  29.1554  7.1582  11.8223836
  237.619 -27.153  6.01929439
  347.526 -1.91989  8.49782013
  80.318  1.79963  7.9169009
  164.297  15.3653  10.1599885
  132.883 -1.76648  11.7382963
  147.367  1.41093  11.1832421
  229.271  3.64355  10.8492387
  135.734 -1.02535  11.8020454
  203.436 -4.07921  8.12158921
  345.742  14.8737  10.7166949
  150.966 -0.248102  16.6597598
  108.491  5.75833  10.3120063
  57.7019  23.197  6.55197166
  222.792 -0.995399  13.7193965
  2.7657  4.8248  8.91368069
  314.882  0.169651  11.5732061
  122.76 -12.0345  7.22330466
  167.799 -3.4603  12.2773905
  312.543 -0.75448  11.8853521
  230.867 -0.806268  15.3931695
  41.853 -1.85543  12.0597453
  168.165  1.21448  12.6811204
  330.87  2.72272  7.45817559
  147.794  1.41415  11.3171768
  305.877  2.66153  8.94764198
  241.668  38.3362  5.25245811
  70.257  1.99133  8.94125807
  136.83  0.37539  13.8093322
  259.571  1.4649  8.37283534
  294.387 -1.0401  13.2177089
  7.58694 -3.39527  11.5007532
  201.898 -11.4691  16.4439786
  133.503 -5.49782  7.78953834
  255.113  27.1119  2.62171492
  210.572 -10.8485  8.44353361
  309.372  1.2334  13.2517884
  191.657  3.53399  10.8268457
  0.983058  21.2617  8.81549697
  19.457 -0.0429631  11.0869664
  26.6114  0.157536  11.6175912
  162.439 -15.5948  8.21219512
  303.679  6.95162  8.60655408
  241.586  1.41372  9.3984389
  326.567  4.63842  11.4438716
  120.513  0.849593  10.0024814
  52.3384 -1.76433  8.63032657
  65.3726 -3.33518  9.39395928
  53.7868  5.24133  9.83041222
  146.507 -0.402691  14.1411798
  226.461  7.06975  8.568342
  104.707 -2.219  8.59471362
  308.089 -0.736666  8.90931518
  346.667  8.18745  10.3512919
  299.658  1.17394  12.7598396
  352.915  28.5115  9.07175576
  96.2801  1.4686  6.00069702
  51.0718  5.21338  9.81255383
  92.7979 -4.0559  3.44136913
  331.488 -61.2399  4.5864351
  82.3059  1.78306  5.09842936
  136.951 -2.60365  9.44280409
  325.786 -16.156  5.64254988
  70.7472 -0.51915  7.13312082
  163.408 -36.0396  8.86588128
  173.11  14.125  7.69034467
  354.584 -2.8012  11.1497293
  328.326 -12.2684  9.96787786
  194.014  10.2723  8.03397999
  44.2122 -0.0121931  11.6407464
  312.263  1.19848  10.8807957
  46.8201  1.2815  11.8669062
  91.6361 -1.16313  0.530230842
  32.3611 -1.07947  11.300176
  232.845 -8.771  5.65851709
  217.818 -2.07364  12.656306
  189.389 -0.386782  14.8890703
  128.963 -0.599958  12.4641287
  258.94 -17.7551  6.34505124
  357.122  1.1993  14.614617
  181.241 -11.7474  11.9863483
  238.227  2.04989  11.6648236
  222.279  0.20611  10.7212903
  30.7725  0.705461  15.1007349
  34.1748  2.45964  9.91574819
  299.278 -2.31256  11.2865516
  22.8948 -1.38711  10.3046292
  202.544 -10.4716  14.9213035
  56.0172 -0.542169  9.84536656
  9.60136 -1.40219  10.5889718
  197.062  3.6795  10.1633406
  221.242  4.10263  6.83803272
  59.4931 -1.7489  9.80457029
  259.403  10.976  4.48385917
  35.4543  2.22814  7.51623809
  288.679 -6.88443  7.67262758
  5.40402 -1.59776  13.2779227
  303.016 -17.9162  7.73547482
  125.227 -0.78969  11.6224154
  63.3025 -2.87931  10.2600909
  181.375  37.8829  4.94122096
  92.4748 -6.81963  4.65767122
  96.6711 -2.21982  7.38724702
  275.038  4.14982  6.52022192
  256.357 -2.34217  5.77866676
  281.323 -0.447238  10.6898468
  281.941  0.0625417  11.4903884
  54.0412  2.32004  9.99409286
  59.9789  88.6381 -3.38269751
  146.943 -0.24672  14.8853433
  170.995  1.36177  13.3577207
  23.3255 -1.96361  12.7869347
  354.807 -15.0998  7.53089399
  158.078 -4.3088  10.8882895
  344.376 -2.9321  11.9963903
  16.9377  0.0105294  9.1879194
  318.136 -5.73698  8.26894436
  329.182  0.541806  13.8186086
  207.165  8.63533  8.58604675
  183.694  0.977964  13.073029
  198.114  57.0132  6.29048939
  9.21612 -2.98586  10.793375
  170.816 -9.45463  13.8583133
  14.778  9.79781  9.12619798
  280.111 -0.253448  10.5102121
  58.0877  15.3469  8.18351199
  9.48036 -9.39645  9.6482382
  324.596  5.6792  10.4463563
  152.469  8.4601  10.894387
  116.24 -10.5906  6.61334149
  301.558  1.02302  11.5806617
  185.202  42.3458  7.99738402
  345.498 -3.85666  8.92083469
  70.983 -1.85284  14.9953218
  325.778 -1.73429  11.5228157
  147.743 -8.82558  9.912598
  294.484  3.27721  8.85691937
  99.7951 -6.39104  6.79192287
  130.846 -1.19664  11.8163141
  220.96 -7.80846  9.5543386
  95.1368 -3.51755  2.8105543
  330.198  0.727248  13.0422004
  255.075 -27.3405  5.91816334
  81.686  14.7199  5.7111807
  188.638  0.30946  14.0080215
  330.555 -0.694151  11.2621759
  261.757  25.9212  2.99771344
  164.027  3.91032  9.53249632
  198.711 -2.0923  12.0856146
  276.839  8.3696  5.87213722
  79.9066  0.522422  9.53473123
  51.0128 -4.52833  10.5006949
  23.6319 -0.314326  15.2059569
  348.627 -13.466  8.10157043
  240.855 -2.82338  10.0745122
  11.1717 -3.21883  11.3716084
  9.13115  13.562  7.68480205
  166.106 -0.770317  10.3088105
  230.664  1.42692  7.47135303
  186.726 -6.22193  8.32793661
  328.818  9.06536  7.3857486
  99.9225  9.13895  13.6144333
  281.768  0.52853  13.2164237
  112.526  15.7717  6.727442
  333.758  45.217  4.87956581
  347.688  1.36541  11.5965311
  299.029  9.1442  8.7382981
  135.426 -0.913299  10.4818857
  103.558 -10.0691  6.65528564
  315.4  1.58775  10.3137716
  125.386  3.61778  10.3051318
  207.379  14.4667  8.46268999
  87.4959 -33.9201  0.538890994
  237.089  18.5769  7.60070906
  19.1363 -6.15165  9.60902695
  46.7999  1.00093  9.74687335
  356.93 -1.36015  11.8824226
  80.7146 -6.28993  5.83150524
  306.989  9.89478  8.29216846
  269.379 -8.76744 -0.461862683
  150.199  3.61511  9.44998715
  111.34 -2.52444  14.8015015
  44.1468 -1.79825  11.156965
  351.864 -16.9619  7.40246873
  105.571 -10.2794  7.18926891
  9.13065  0.517346  9.6053516
  293.237 -0.725223  11.8491059
  23.7538 -6.70242  10.6412722
  253.377 -18.7059  5.26205647
  337.959  0.630228  11.735197
  177.026 -1.04519  12.4663328
  149.468  0.619766  10.6761025
  224.631  8.12504  10.7381322
  141.3 -7.0919  9.35074598
  300.089  4.23716  8.23704424
  41.0966 -1.45999  10.104851
  246.612 -4.02485  7.15098587
  349.755 -24.7701  7.34985942
  9.0715 -37.8963  5.70948746
  134.07 -14.9299  8.43951296
  123.195 -1.49852  11.7655698
  147.123 -2.68167  9.85206602
  265.497 -7.88078  4.73520906
  225.673 -3.58972  9.8831172
  288.314  6.18411  5.49236159
  137.165 -0.238783  12.1466038
  279.187 -3.68102  9.1366745
  181.128  3.98264  11.618465
  75.45  2.93772  7.2766505
  122.261 -26.0219  5.01914756
  325.968  14.0484  8.0912128
  7.73377 -10.8756  9.70963832
  194.605  1.63766  11.2922685
